index,genres,id,keywords,original_language,original_title,popularity,tagline,title,vote_average,vote_count,cast,director
3599,Drama Mystery Romance,26748,sheriff family secrets neo-western dark secrets,en,Lone Star,5.960149,John Sayles invites you to return to the scene of the crime.,Lone Star,6.9,77,Chris Cooper Matthew McConaughey Elizabeth Pe\u00f1a Kris Kristofferson Joe Morton,John Sayles
3600,Horror Thriller,11357,sheriff scissors ambulance halloween twist,en,Halloween 4: The Return of Michael Myers,9.302349,Horror has returned to Haddonfield.,Halloween 4: The Return of Michael Myers,5.9,209,Donald Pleasence Ellie Cornell Danielle Harris George P. Wilbur Michael Pataki,Dwight H. Little
3601,Horror Mystery,24913,island party murder teen movie slasher,en,April Fool's Day,8.190888,Childish pranks turn into a bloody battle for survival!,April Fool's Day,5.8,73,Deborah Foreman Thomas F. Wilson Lloyd Berry Tom Heaton Ken Olandt,Fred Walton
3602,Comedy Drama,13776,diner baltimore maryland fake accident gambling debt twenty something,en,Diner,5.87193,"Suddenly, life was more than French fries, gravy, and girls.",Diner,6.9,83,Steve Guttenberg Daniel Stern Mickey Rourke Kevin Bacon Tim Daly,Barry Levinson
3603,Action Crime Drama Romance Thriller,14854,martial arts kung fu texas fbi wheelchair,en,Lone Wolf McQuade,8.452666,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,Lone Wolf McQuade,5.5,67,Chuck Norris David Carradine Barbara Carrera Leon Isaac Kennedy Dana Kimmell,Steve Carver
3604,Horror Thriller Science Fiction,50357,moon nasa infection barbecue moon landing,en,Apollo 18,17.028252,There's a reason we've never gone back to the moon.,Apollo 18,5,356,Ryan Robbins Warren Christie Lloyd Owen Andrew Airlie Michael Kopsa,Gonzalo L\u00f3pez-Gallego
3605,Comedy Drama,13090,suicide single parent sister sister relationship cleaning lady new mexico,en,Sunshine Cleaning,19.336367,life's a messy business.,Sunshine Cleaning,6.5,255,Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn,Christine Jeffs
3606,Action Thriller,192141,hotel revolution race against time engineer coup,en,No Escape,38.006982,No rescue. No refuge.,No Escape,6.7,777,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare,John Erick Dowdle
3607,Action Fantasy,16441,sword fight animal,en,The Beastmaster,6.377523,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",The Beastmaster,6,97,Marc Singer Tanya Roberts Rip Torn John Amos Joshua Milrad,Don Coscarelli
3608,Drama History Romance War,29996,israel egypt religion and supernatural epic,en,Solomon and Sheba,0.835617,Only once in 3000 years...anything like...,Solomon and Sheba,5.4,8,Yul Brynner Gina Lollobrigida George Sanders Marisa Pavan David Farrar,King Vidor
3609,Romance Comedy,351819,sex black parody spoof millionaire,en,Fifty Shades of Black,14.947588,Way shadier than gray.,Fifty Shades of Black,4.3,331,Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett,Michael Tiddes
3611,Drama Romance War,22649,italy nurse love letter officer priest,en,A Farewell to Arms,1.199451,Every woman who has loved will understand,A Farewell to Arms,6.2,28,Helen Hayes Gary Cooper Adolphe Menjou Mary Philips Jack La Rue,Frank Borzage
3612,Comedy Romance,378200,bet match playboy fear of commitment best friend,en,The Perfect Match,3.810827,t's what everyone's looking for,The Perfect Match,5.2,42,Terrence Jenkins Paula Patton Kali Hawk Lauren London Brandy Norwood,Bille Woodruff
3615,Comedy Crime Drama,11042,father son relationship socialism yuppie professor dying and death,fr,Les Invasions barbares,3.03091,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",The Barbarian Invasions,6.7,77,R\u00e9my Girard St\u00e9phane Rousseau Marie-Jos\u00e9e Croze Doroth\u00e9e Berryman Louise Portal,Denys Arcand
3616,Action Adventure Drama Romance,10786,england crusade robin hood king richard,en,Robin and Marian,3.199904,Love is the greatest adventure of all.,Robin and Marian,6.6,50,Sean Connery Audrey Hepburn Robert Shaw Richard Harris Nicol Williamson,Richard Lester
3617,Action Adventure Horror Thriller,12484,vampire full moon poster hitchhiker homoeroticism,en,The Forsaken,2.739307,The night... has an appetite.,The Forsaken,4.9,47,Kerr Smith Brendan Fehr Izabella Miko Johnathon Schaech Phina Oruche,J.S. Cardone
3619,Comedy,11959,loser tv station game show tv star music video,en,UHF,4.070044,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",UHF,6.7,89,"""Weird Al"" Yankovic Victoria Jackson Michael Richards David Bowe Fran Drescher",Jay Levey
3620,Comedy,9900,video game grandmother grandson relationship man child stoner game tester,en,Grandma's Boy,9.974681,A movie that proves you're never too old to come of age.,Grandma's Boy,6.6,220,Linda Cardellini Allen Covert Peter Dante Shirley Knight Joel David Moore,Nicholaus Goossen
3621,Comedy Drama,14662,sex independent film moving beverly hills woman director,en,Slums of Beverly Hills,6.308298,Growing Up is Hard to Do,Slums of Beverly Hills,6.5,44,Natasha Lyonne Alan Arkin Marisa Tomei Eli Marienthal Mena Suvari,Tamara Jenkins
3622,Western,335,showdown bounty bounty hunter loss of brother sadness,it,C'era una volta il West,49.333137,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,8.1,1128,Henry Fonda Claudia Cardinale Jason Robards Charles Bronson Gabriele Ferzetti,Sergio Leone
3624,Science Fiction Drama,17431,moon artificial intelligence clone isolation future,en,Moon,46.114184,The last place you'd ever expect to find yourself.,Moon,7.6,1794,Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw,Duncan Jones
3625,Comedy,21014,bar mitvah party independent film,en,Keeping Up with the Steins,3.562563,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,Keeping Up with the Steins,5.2,18,Daryl Sabara Jami Gertz Jeremy Piven Cheryl Hines Carter Jenkins,Scott Marshall
3626,Documentary,78394,prehistoric dinosaur imax underwater scene 3d,en,Sea Rex 3D: Journey to a Prehistoric World,4.498368,The T-Rex of the Seas come alive.,Sea Rex 3D: Journey to a Prehistoric World,5.9,11,Guillaume Denaiffe Norbert Ferrer Chloe Hollings Richard Rider Tom Yang,Ronan Chapalain
3627,Drama,10217,canada suffering village paralysis independent film,en,The Sweet Hereafter,7.673124,There is no such thing as the simple truth.,The Sweet Hereafter,6.8,103,Ian Holm Caerthan Banks Sarah Polley Tom McCamus Gabrielle Rose,Atom Egoyan
3628,Drama History,46332,monk sunrise medicine hostage evacuation,fr,Des hommes et des dieux,4.992475,"In the face of terror, their greatest weapon was faith...",Of Gods and Men,6.5,91,Lambert Wilson Michael Lonsdale Olivier Rabourdin Philippe Laudenbach Jacques Herlin,Xavier Beauvois
3629,Comedy Drama,13996,wine garden wine winzer,en,Bottle Shock,6.174435,"Based on a true story of love, victory, and fermentation",Bottle Shock,6.6,60,Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy Rodr\u00edguez,Randall Miller
3630,Comedy Horror Science Fiction,3028,double life musical jekyll and hyde,en,Jekyll and Hyde ... Together Again,0.805312,The comedy that examines modern living through chemistry,Jekyll and Hyde ... Together Again,4.6,5,Mark Blankfield Bess Armstrong Krista Errickson Tim Thomerson Michael McGuire,Jerry Belson
3631,Drama Fantasy,1024,mother sex secret obsession literature,en,Heavenly Creatures,8.753409,From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,7,294,Melanie Lynskey Kate Winslet Sarah Peirse Simon O'Connor Diana Kent,Peter Jackson
3632,Drama,343795,hospital church,en,90 Minutes in Heaven,3.943706,Hope lives,90 Minutes in Heaven,5.4,40,Kate Bosworth Hayden Christensen Hudson Meek Bobby Batson Elizabeth Hunter,Michael Polish
3633,Comedy Drama Romance,45658,alcohol arizona beer playboy independent film,en,Everything Must Go,9.169411,Lost is a good place to find yourself,Everything Must Go,6,208,Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace,Dan Rush
3634,Comedy Crime Mystery Thriller,16148,detective blackmail independent film,en,Zero Effect,2.732031,The world's most private detective.,Zero Effect,6,55,Bill Pullman Ben Stiller Ryan O'Neal Kim Dickens Angela Featherstone,Jake Kasdan
3635,Thriller Drama,4553,factory insomnia post it machinist cleaning bathroom tile,en,The Machinist,35.252056,A little guilt goes a long way...,The Machinist,7.3,1247,Christian Bale Jennifer Jason Leigh Aitana S\u00e1nchez-Gij\u00f3n John Sharian Michael Ironside,Brad Anderson
3636,Drama Crime,36351,suicide drug dealer redemption addict existentialism,en,Light Sleeper,6.063868,He was a good man in a deadly business. She was his only way out.,Light Sleeper,5.7,15,Willem Dafoe Susan Sarandon Dana Delany David Clennon Mary Beth Hurt,Paul Schrader
3637,Thriller Crime Drama Mystery,245916,biography,en,Kill the Messenger,21.343093,Can you keep a national secret?,Kill the Messenger,6.6,355,Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick,Michael Cuesta
3638,Drama,27585,loss of son trauma toy marriage grief,en,Rabbit Hole,10.095184,The only way out is through.,Rabbit Hole,6.9,165,Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller Tammy Blanchard,John Cameron Mitchell
3639,Comedy Drama Crime,1415,new york hotel based on novel birthday bath,en,Party Monster,4.129165,'Til death do they party...,Party Monster,5.9,58,Seth Green Macaulay Culkin Chlo\u00eb Sevigny Diana Scarwid Marilyn Manson,Fenton Bailey
3640,Horror Crime Thriller,313922,skinhead heroin music cover-up murder,en,Green Room,30.001024,One way in. No way out.,Green Room,6.7,683,Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner,Jeremy Saulnier
3641,Comedy Drama Romance,14474,sex adultery depression infidelity nightclub,en,The Oh in Ohio,6.759235,One woman's story is about to climax.,The Oh in Ohio,5.8,27,Parker Posey Danny DeVito Paul Rudd Mischa Barton Miranda Bailey,Billy Kent
3642,Drama Science Fiction Mystery,199933,trilogy ayn rand,en,Atlas Shrugged Part III: Who is John Galt?,1.731035,Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,3.9,15,Eric Allan Kramer Rob Morrow Stephen Tobolowsky Kristoffer Polaha Lew Temple,James Manera
3643,Comedy Crime Drama,13685,brother brother relationship robbery burglar language barrier motel,en,Bottle Rocket,11.700578,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,281,Luke Wilson Owen Wilson Lumi Cavazos Andrew Wilson Robert Musgrave,Wes Anderson
3644,Crime Drama Thriller,8744,brother brother relationship bar gun hostage siege,en,Albino Alligator,2.388683,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,Albino Alligator,5.6,45,Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen,Kevin Spacey
3645,Drama Foreign History,38428,biography mahatma gandhi tragedy,hi,"Gandhi, My Father",0.080704,To the People...He was a Father. To his Son...he was a Father he never had.,"Gandhi, My Father",6,2,Darshan Jariwala Akshaye Khanna Bhumika Chawla Shefali Shah Vinay Jain,Feroz Abbas Khan
3647,Drama,39269,punk independent film coming of age teenage girl alcoholic father,en,Out of the Blue,0.679351,A harrowing drama from the director of Easy Rider,Out of the Blue,6.5,17,Dennis Hopper Raymond Burr Sharon Farrell Linda Manz Don Gordon,Dennis Hopper
3648,Comedy Horror,46838,cabin chainsaw hillbilly body in chipper cut off jeans,en,Tucker and Dale vs Evil,19.940245,Evil just messed with the wrong hillbillies.,Tucker and Dale vs Evil,7.3,847,Alan Tudyk Tyler Labine Katrina Bowden Jesse Moss Philip Granger,Eli Craig
3649,Drama Romance,51384,independent film,en,"Lovely, Still",1.286991,"Something mysterious, new, unexpected and lovely is happening to Robert Malone.","Lovely, Still",6.2,13,Martin Landau Ellen Burstyn Adam Scott Elizabeth Banks,Nicholas Fackler
3650,Action Drama Romance,56930,mountains engineer railroad ethics,en,Tycoon,0.042442,Breath-taking Adventure !,Tycoon,6.6,4,John Wayne Laraine Day Cedric Hardwicke Judith Anderson Anthony Quinn,Richard Wallace
3651,Comedy Drama,41730,bomb fire fbi quarantine independent film,en,Desert Blue,1.116206,"Once You Get There, You'll Never Want To Leave",Desert Blue,5.5,9,Casey Affleck Kate Hudson Brendan Sexton III Christina Ricci Ethan Suplee,Morgan J. Freeman
3653,Horror Thriller,298312,rap music pennsylvania brother sister relationship farm grandparents,en,The Visit,38.94708,No one loves you like your grandparents.,The Visit,6,1360,Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan,M. Night Shyamalan
3657,Thriller,77495,barcelona spain blackmail concierge caretaker stalking,es,Mientras duermes,9.136965,Someone is watching over you,Sleep Tight,7,202,Luis Tosar Marta Etura  Alberto San Juan Petra Mart\u00ednez Iris Almeida,Jaume Balaguer\u00f3
3658,Horror Comedy Crime Thriller,13849,ransom hostage hostage drama,en,The Cottage,8.39685,Sleeps Six Bloody Comfortably,The Cottage,6.3,80,Andy Serkis Reece Shearsmith Jennifer Ellison Steven O'Donnell James Bierman,Paul Andrew Williams
3660,Comedy Documentary,12486,penguin balzen antarctic,en,Farce of the Penguins,1.963219,What Happens In Antarctica... Stays in Antarctica,Farce of the Penguins,3.2,13,Samuel L. Jackson Jim Belushi Whoopi Goldberg Christina Applegate Jason Biggs,Bob Saget
3662,Music Drama Comedy,244403,father son relationship rock band grieving father,en,Rudderless,10.619574,The way back begins with a single chord.,Rudderless,7.4,105,Billy Crudup Anton Yelchin Felicity Huffman Selena Gomez Laurence Fishburne,William H. Macy
3664,Romance Comedy,340816,photographer surgeon orchestra doctor car accident,en,Christmas Eve,1.985243,They'll be home for Christmas...if only in their dreams.,Christmas Eve,6.1,24,Patrick Stewart Cheryl Hines Gary Cole Jon Heder James Roday,Mitch Davis
3668,Drama Action Thriller Science Fiction,11935,helicopter nasa texas spacecraft beguilement,en,Capricorn One,11.095219,The mission was a sham. The murders were real.,Capricorn One,6.4,131,Elliott Gould James Brolin Brenda Vaccaro Sam Waterston O.J. Simpson,Peter Hyams
3671,Comedy Fantasy Horror Thriller,290825,canada nazis sequel spin off ancient evil,en,Yoga Hosers,8.618793,Do your 'wurst...,Yoga Hosers,4.7,102,Lily-Rose Depp Harley Quinn Smith Justin Long Austin Butler Adam Brody,Kevin Smith
3675,Drama,12498,independent film repair shop southern death threat story,en,Sling Blade,14.805264,A simple man. A difficult choice.,Sling Blade,7.4,231,Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black,Billy Bob Thornton
3676,Horror Thriller,77949,suicide england classroom investigation supernatural,en,The Awakening,25.30216,Sometimes dead does not mean gone.,The Awakening,6.3,458,Rebecca Hall Dominic West Imelda Staunton Isaac Hempstead-Wright Lucy Cohu,Nick Murphy 
3677,Horror,1690,bathroom sex amsterdam europe brothel,en,Hostel,38.83192,Welcome To Your Worst Nightmare,Hostel,5.7,887,Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova,Eli Roth
3678,Comedy Drama,8435,adaptation film in a film,en,A Cock and Bull Story,3.500741,Because everyone loves an accurate period piece.,A Cock and Bull Story,6.2,43,Steve Coogan Rob Brydon Keeley Hawes Shirley Henderson Raymond Waring,Michael Winterbottom
3680,Horror Thriller,49365,small town boy murder maniac ghost,en,Lady in White,1.435742,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",Lady in White,6.3,25,Lukas Haas Len Cariou Alex Rocco Katherine Helmond Jason Presson,Frank LaLoggia
3682,Comedy,300706,wife murder murder plot,en,Let's Kill Ward's Wife,8.496364,Real Friends Do the Dirty Work.,Let's Kill Ward's Wife,5.5,76,Patrick Wilson Scott Foley Amy Acker Donald Faison Dagmara Domi\u0144czyk,Scott Foley
